device,rmean,length,model,error,std,srate,q75,q90
d884,2,4,0,0.20088420490986666,0.14528639638993837,0.8821989528795812,0.2948134195625836,0.40907915922758453
all,2,4,0,0.20289021583759495,0.14210102669517488,0.9790575916230366,0.2950028573211112,0.40530807907093547
a650,3,4,0,0.22650277401001745,0.15058538215868994,0.8795811518324608,0.3306787750086652,0.4397706591411348
38b8,3,4,0,0.1907485388700444,0.13545918124587283,0.6701570680628273,0.27711199012890464,0.3794165964228414
14df,3,4,0,0.17191338443677073,0.1392518820292623,0.9319371727748691,0.2450233457498699,0.355147042201741
d884,3,4,0,0.17391744862606154,0.13313317502108357,0.9083769633507853,0.2532054852882166,0.3594107809320889
all,3,4,0,0.1827873428388314,0.13336612552188581,0.9921465968586387,0.2675447560264693,0.3741439666844886
a650,4,4,0,0.19908219535653546,0.13740212905966742,0.9162303664921466,0.28741976506116035,0.3906802926332035
38b8,4,4,0,0.1868864200647936,0.13989489922446133,0.6963350785340314,0.26760840599635816,0.3765370223815167
14df,4,4,0,0.15888387207205104,0.12843472453207205,0.9450261780104712,0.22578512377337207,0.3275136699216994
d884,4,4,0,0.17070951147723273,0.13258018033451743,0.9397905759162304,0.2452562277273167,0.35392167611028735
all,4,4,0,0.17439268279127101,0.1296823865202352,0.9947643979057592,0.25283345203409663,0.3570704512865079
a650,5,4,0,0.18217881099031022,0.13283229947132247,0.9450261780104712,0.26376523343075997,0.3674471138687853
38b8,5,4,0,0.17771109308547337,0.13395151396090757,0.7068062827225131,0.2528528490618753,0.3541783233049537
14df,5,4,0,0.1551314820019584,0.12971164086589104,0.9607329842931938,0.2193346834106467,0.32250880806676563
d884,5,4,0,0.17002749331722888,0.13560834216974207,0.9633507853403142,0.24210107186060834,0.3534401721252292
all,5,4,0,0.1674181219429571,0.12742612109951118,1.0,0.241604291918514,0.34396393073475906
a650,6,4,0,0.16825743252094225,0.12767050689938447,0.9397905759162304,0.2414197319882069,0.34457638104158134
38b8,6,4,0,0.1847196990028476,0.14730335780433998,0.7172774869109948,0.2583934761660888,0.37574257225370095
14df,6,4,0,0.1464837766431944,0.11897453677308621,0.9633507853403142,0.20828571448028732,0.30417144751208647
d884,6,4,0,0.1661327709146785,0.13482918067702843,0.9424083769633508,0.2348372276901045,0.34226253807161466
all,6,4,0,0.1624283662243576,0.12519069836606134,1.0,0.23227508956088205,0.33423634314097683
a650,7,4,0,0.1628459535970689,0.124879481756345,0.9502617801047121,0.23386709462854466,0.3338100733468068
38b8,7,4,0,0.1826300439496998,0.15314645389267026,0.7146596858638743,0.2558022825611652,0.385429680017362
14df,7,4,0,0.1433387635825978,0.1215776839722158,0.9712041884816754,0.2019122646959736,0.29716329081961107
d884,7,4,0,0.16579694509987622,0.1310817058101314,0.9581151832460733,0.2358473009458387,0.34336234231422424
all,7,4,0,0.16070714362068086,0.13078463942639798,1.0,0.22836966498800107,0.33588788325764785
a650,8,4,0,0.1549132147271067,0.12543743801107818,0.9476439790575916,0.21934737472612298,0.3218962878967645
38b8,8,4,0,0.172780441655222,0.1421561320681309,0.7146596858638743,0.2414689747693003,0.3537841420095187
14df,8,4,0,0.13916489750858319,0.1234358866007336,0.9607329842931938,0.19203683249616754,0.28812253003552196
d884,8,4,0,0.1578844011164752,0.1323665203278839,0.9633507853403142,0.2245499246635824,0.3328275117070101
all,8,4,0,0.152678046706243,0.12402262422230395,1.0,0.2159075948626361,0.3205470106179042
a650,9,4,0,0.1521466014597085,0.12706817165922502,0.9528795811518325,0.2128981615436809,0.31333491825776505
38b8,9,4,0,0.169035947700463,0.13971710703755946,0.7277486910994765,0.2364128910030049,0.3538352861665319
14df,9,4,0,0.13862378804911218,0.11970645330493226,0.9659685863874345,0.19433557165115056,0.2899858961762619
d884,9,4,0,0.15400341381587762,0.12774289297433405,0.9659685863874345,0.21846885688822557,0.3206460316843993
all,9,4,0,0.15121329695535443,0.1236183536389656,1.0,0.21395147174290274,0.315138178908916
a650,10,4,0,0.14040902578113737,0.11660040015219743,0.9267015706806283,0.1991857570471692,0.2930709850600698
38b8,10,4,0,0.16056879461030815,0.1419386061453789,0.7277486910994765,0.21871038154581907,0.33388588620188414
14df,10,4,0,0.13876933812453787,0.12898947511909,0.9607329842931938,0.19057408436469697,0.2914465409361295
d884,10,4,0,0.15634438513765997,0.12660264751768643,0.9607329842931938,0.22245271421534185,0.3246519214501316
all,10,4,0,0.14732758298213788,0.12193541369997163,1.0,0.20798920341590652,0.30690038832788535
a650,11,4,0,0.14178607843767968,0.11773161680058966,0.9345549738219895,0.19900649903211343,0.29563196662707947
38b8,11,4,0,0.16123363924388073,0.14519280559707354,0.7277486910994765,0.216772798022827,0.3384109805942428
14df,11,4,0,0.13732574397211103,0.12918310148796022,0.93717277486911,0.18503164393183544,0.2888598172277097
d884,11,4,0,0.15523328407983036,0.12537637002044966,0.9554973821989529,0.2198716122878162,0.31615260502976816
all,11,4,0,0.146513646622919,0.12233807698082137,1.0,0.20481526976855907,0.3057310285610417
a650,14,4,0,0.1445530522808651,0.12320154828012424,0.9083769633507853,0.20359080756964576,0.29996394892331213
38b8,14,4,0,0.14829860563255876,0.13945433682050676,0.7146596858638743,0.19799545843757427,0.30270120743050666
14df,14,4,0,0.13972404328408033,0.13534796111763125,0.8952879581151832,0.19051657994398635,0.30373789620296227
d884,14,4,0,0.15838997433129956,0.13283459853548346,0.9031413612565445,0.22251083173417857,0.33463906311897207
all,14,4,0,0.14659244375761465,0.12236579685509,0.9947643979057592,0.2065179807268482,0.3059708109679206
a650,12,4,0,0.14327032439442314,0.1215237276137964,0.9267015706806283,0.2030295266826174,0.302758388408284
38b8,12,4,0,0.16544519266003507,0.15312920887111625,0.725130890052356,0.22375747046816236,0.35497949482026375
14df,12,4,0,0.13910370540350464,0.1255307737675415,0.9162303664921466,0.19313229592109565,0.29855003202981767
d884,12,4,0,0.15664391061154007,0.12873187130503036,0.9345549738219895,0.22131085525398,0.3351334760144261
all,12,4,0,0.14783041880050704,0.12099227678010017,0.9973821989528796,0.21034654338625952,0.3134494001303505
a650,13,4,0,0.1476340701671005,0.12627666078476624,0.9057591623036649,0.20776262738063062,0.3105165137394472
38b8,13,4,0,0.15937880422229003,0.14995304271508741,0.7146596858638743,0.21309065766490665,0.3378678333137645
14df,13,4,0,0.13758661303015404,0.13019945051501733,0.9031413612565445,0.18760405489063742,0.2910382378540735
d884,13,4,0,0.15493382828515212,0.12675324956431128,0.9267015706806283,0.2189782969177343,0.3218975989757283
all,13,4,0,0.14563319128220154,0.11827127504348077,0.9973821989528796,0.20685708146132165,0.3043187195221559
a650,15,4,0,0.14605209917118045,0.1242692426544031,0.8900523560209425,0.2036890679328708,0.3036175586393065
38b8,15,4,0,0.14751455962325077,0.13666142456051042,0.693717277486911,0.2029547973318709,0.30889000467390265
14df,15,4,0,0.14653863272726222,0.13434451629031657,0.8821989528795812,0.20390968541500518,0.311857869080473
d884,15,4,0,0.15938761428511686,0.1341901850077654,0.8795811518324608,0.2238539146919496,0.3322632790168989
all,15,4,0,0.1503390564666185,0.12117186754989313,0.9947643979057592,0.21407640080213644,0.31545302569884465
a650,16,4,0,0.1426674676459683,0.12070247894515704,0.8717277486910995,0.20170381006388696,0.29849912332757045
38b8,16,4,0,0.14499913352369995,0.13657784882812063,0.680628272251309,0.19693075080850453,0.3071026940827171
14df,16,4,0,0.14642178993702482,0.13063621400214642,0.8664921465968587,0.20588380520925897,0.31343727079452693
d884,16,4,0,0.15388039631017633,0.1306094684323316,0.8612565445026178,0.2169834192043213,0.3234894091167564
all,16,4,0,0.1507166511936417,0.12155920449761608,0.9895287958115183,0.21360875109865363,0.31261798278464825
a650,17,4,0,0.1377531136819636,0.12029881527933507,0.8586387434554974,0.1922722747513066,0.29903666493192993
38b8,17,4,0,0.1436717895810492,0.12783858348548732,0.6649214659685864,0.1958984713311021,0.30258231762452087
14df,17,4,0,0.14604197487667384,0.1324296985422112,0.8507853403141361,0.20475447509610029,0.3151413855505555
d884,17,4,0,0.16522494239146032,0.14065045713337046,0.8429319371727748,0.2349076545295649,0.3506757788576577
all,17,4,0,0.15039826378539298,0.1213859802322212,0.9895287958115183,0.214171613796793,0.3153310094116331
a650,18,4,0,0.1503625971006377,0.12859053232218712,0.8298429319371727,0.2068461755990828,0.3145664223859628
38b8,18,4,0,0.14205332931832787,0.13177260699852927,0.6544502617801047,0.19739245517273896,0.30389020189798877
14df,18,4,0,0.14509190096170896,0.12859268272589675,0.8298429319371727,0.20135474453472302,0.319922780542952
d884,18,4,0,0.1589770722477888,0.13583562738840158,0.8115183246073299,0.22324906029540031,0.33661011424665294
all,18,4,0,0.147952392867509,0.12104628036529116,0.9895287958115183,0.2094544332556676,0.31561428900505734
a650,19,4,0,0.151527691388631,0.1297162561573583,0.7958115183246073,0.214497209968897,0.31998463760116963
38b8,19,4,0,0.13965457594472386,0.12082097242758358,0.6256544502617801,0.19627347506480694,0.2941795623467071
14df,19,4,0,0.1522447087739401,0.1299349842094032,0.8167539267015707,0.21541742441888262,0.3243094498253958
d884,19,4,0,0.15750409104186963,0.13293068295672036,0.7905759162303665,0.22429146938027975,0.3361774740614469
all,19,4,0,0.14875025328860428,0.11734772546075327,0.9869109947643979,0.21536854801318853,0.31103341051876876
a650,20,4,0,0.14889715170427587,0.12778425159938203,0.7905759162303665,0.20380021463008025,0.3063527452606357
38b8,20,4,0,0.1424489687144748,0.12747049056516915,0.5942408376963351,0.19640622602144683,0.3009285324827227
14df,20,4,0,0.15772650208317054,0.13125311285412633,0.7958115183246073,0.22577149985188638,0.3303839079324742
d884,20,4,0,0.16517598899516703,0.13497928300071632,0.7486910994764397,0.2401532989785911,0.3514760846523246
all,20,4,0,0.1519503732333925,0.11637727447014054,0.9738219895287958,0.21972994860912176,0.3137088251088029
a650,21,4,0,0.14857276536729086,0.1267367586898458,0.7617801047120419,0.20659207918018815,0.31145719820729545
38b8,21,4,0,0.1445406565949729,0.12859967082333623,0.5602094240837696,0.19843536577314425,0.29954038818648776
14df,21,4,0,0.1557604962081332,0.12922623524432675,0.7643979057591623,0.22078006818096796,0.32464378019978823
d884,21,4,0,0.16053206215170004,0.13997533261013698,0.7382198952879581,0.22474512032357058,0.3445831486782561
all,21,4,0,0.1460768044188605,0.116168309273472,0.9633507853403142,0.209709918433578,0.3036009591646188
a650,22,4,0,0.14451845960860407,0.12781216232519446,0.7094240837696335,0.19843851725160594,0.30962676387901994
38b8,22,4,0,0.14944766682862737,0.1298979375501305,0.5497382198952879,0.20434070756591471,0.3097313729322613
14df,22,4,0,0.1579162456121592,0.1292353247397571,0.7539267015706806,0.22428822064513085,0.3276309347521195
d884,22,4,0,0.1544234427584007,0.13395859945084485,0.7041884816753927,0.22222031533650172,0.33590202193628116
all,22,4,0,0.1470057890765111,0.11432796001558997,0.9607329842931938,0.21012246589051345,0.3045464130007991
a650,23,4,0,0.1545246313340624,0.13330073027496234,0.6727748691099477,0.21682762658175175,0.34496101475355556
38b8,23,4,0,0.13907076270957403,0.12456045928197583,0.5104712041884817,0.19164009575990704,0.3000494725794595
14df,23,4,0,0.16054645967752956,0.1295468201253624,0.7303664921465969,0.22613363040005693,0.3294261807847738
d884,23,4,0,0.15007107563539718,0.1260344865135041,0.6858638743455497,0.215281383229469,0.3161370007299683
all,23,4,0,0.14972097691409633,0.11461091319063894,0.9502617801047121,0.21522907230942667,0.3079625958343364
a650,24,4,0,0.1479181433337649,0.12678845400978922,0.6544502617801047,0.20559481776598976,0.316966155084724
38b8,24,4,0,0.13650305922175945,0.12146362452690432,0.49476439790575916,0.18873166912799255,0.2891624220159392
14df,24,4,0,0.16056947900687918,0.1320854337713289,0.7172774869109948,0.22858338331913985,0.3356189308333361
d884,24,4,0,0.16694004314194233,0.13605376072378522,0.6544502617801047,0.2434708141978968,0.3531596137098594
all,24,4,0,0.14749382313438225,0.1122290224606312,0.9476439790575916,0.21346472436343666,0.30171590548952804
a650,25,4,0,0.15423061160477075,0.12890220352993312,0.612565445026178,0.2172200735248433,0.3404174063286625
38b8,25,4,0,0.1405199343465532,0.11919964258391219,0.4790575916230366,0.19623184140322225,0.3026119321677944
14df,25,4,0,0.1682688475435312,0.12780115440977485,0.6832460732984293,0.2393365482469762,0.3347660460109939
d884,25,4,0,0.1768786404215917,0.1417728444910676,0.6361256544502618,0.25227760386412323,0.37717340335546157
all,25,4,0,0.1550772935723501,0.1180129091997038,0.9319371727748691,0.22080373553284666,0.32011641232877786
a650,26,4,0,0.14555730843616446,0.121796634276563,0.581151832460733,0.20222444387767888,0.3164269543731171
38b8,26,4,0,0.1428173710966726,0.1170155782512187,0.4712041884816754,0.2046725398741727,0.30345886940112665
14df,26,4,0,0.16954516454796925,0.13358087436416516,0.6649214659685864,0.23571322986465995,0.3446101866388056
d884,26,4,0,0.1650968143422983,0.13607648182498594,0.612565445026178,0.23825835821681474,0.36533296454429176
all,26,4,0,0.15097599174810405,0.11725575480751081,0.9214659685863874,0.21425722309893855,0.31817668872508015
a650,27,4,0,0.15450624392067347,0.12277278377848366,0.5445026178010471,0.216006002872474,0.32076217406363094
38b8,27,4,0,0.14567806041582254,0.12146523258582922,0.4397905759162304,0.20387284513605083,0.30282272662811166
14df,27,4,0,0.1662736911902629,0.13072734174118444,0.643979057591623,0.24225432655100154,0.3396772554038959
d884,27,4,0,0.178509105764639,0.1417379306808785,0.6047120418848168,0.2576876972802372,0.3932589311626808
all,27,4,0,0.1625104133122936,0.12445652176389013,0.9057591623036649,0.2344132784682671,0.341262588508337
a650,28,4,0,0.14346163079817548,0.11808503835726283,0.518324607329843,0.19575053909131349,0.30941412199250384
38b8,28,4,0,0.14796370827357594,0.11242119921920664,0.40575916230366493,0.21799607236364893,0.31506771796005284
14df,28,4,0,0.18166780027088525,0.1440091522182426,0.6308900523560209,0.25931493416552537,0.37673280048165797
d884,28,4,0,0.17862321600345782,0.1359447021098269,0.5890052356020943,0.2517300857829856,0.3714086733451001
all,28,4,0,0.1582046563951578,0.11984656095505895,0.900523560209424,0.23078477706695208,0.3326077592800233
a650,29,4,0,0.15515856719038362,0.111247952059802,0.4973821989528796,0.21932766617953756,0.30666670651005845
38b8,29,4,0,0.14239385326348017,0.11100909779402904,0.39528795811518325,0.20097110313185776,0.2976885237135105
14df,29,4,0,0.17918043546171428,0.13495021472123306,0.599476439790576,0.25577650278515784,0.36807707449093696
d884,29,4,0,0.1847871035542281,0.1425932897122772,0.5523560209424084,0.27135706897555245,0.3917598713018452
all,29,4,0,0.1550328830579665,0.11980490280045906,0.8900523560209425,0.21854062896642593,0.3188203866635595
a650,30,4,0,0.1534035734374588,0.11981207553838653,0.45287958115183247,0.21497385744876363,0.31392548295173794
38b8,30,4,0,0.15317038291265017,0.11137210141988835,0.3795811518324607,0.2105943268931092,0.2935020786546989
14df,30,4,0,0.17601888598276277,0.1359831494175648,0.599476439790576,0.26165541698303,0.35756075195652914
d884,30,4,0,0.18709684886552577,0.1433772112236798,0.5235602094240838,0.2725174279170614,0.3947609780332147
all,30,4,0,0.15446243699199283,0.12560071625934077,0.8691099476439791,0.21370540950045425,0.33074722879926244
a650,31,4,0,0.15099860356278597,0.11181097457781944,0.418848167539267,0.20477546302700275,0.30334083281568924
38b8,31,4,0,0.15053720155295094,0.1120053262535844,0.36649214659685864,0.21969824522917297,0.2937343749489542
14df,31,4,0,0.1817028173486715,0.13526001816938607,0.581151832460733,0.2662714405256703,0.36912776865681135
d884,31,4,0,0.2017901725896904,0.1392654596102968,0.49476439790575916,0.2894981571398063,0.40679149108178997
all,31,4,0,0.1597609704075217,0.11920453648859251,0.8455497382198953,0.22827225011737984,0.33451512904048497
a650,0,5,0,0.28007473406933614,0.16376292932464095,0.6204188481675392,0.40181230563531356,0.4981648401229065
38b8,0,5,0,0.21641840170946797,0.13835109855266764,0.5314136125654451,0.30652322928825915,0.40846160598497055
14df,0,5,0,0.16598902182478723,0.11983732177970095,0.7905759162303665,0.24212033944753716,0.33670434090230283
d884,0,5,0,0.19555327349332946,0.13866526029915915,0.7303664921465969,0.2813898610634151,0.39077203155996626
all,0,5,0,0.19956864536156513,0.13905371742843833,0.8979057591623036,0.2886947424545755,0.3962325704545244
a650,1,5,0,0.28007473406933614,0.16376292932464095,0.6204188481675392,0.40181230563531356,0.4981648401229065
38b8,1,5,0,0.21641840170946797,0.13835109855266764,0.5314136125654451,0.30652322928825915,0.40846160598497055
14df,1,5,0,0.16598902182478723,0.11983732177970095,0.7905759162303665,0.24212033944753716,0.33670434090230283
d884,1,5,0,0.19555327349332946,0.13866526029915915,0.7303664921465969,0.2813898610634151,0.39077203155996626
all,1,5,0,0.19956864536156513,0.13905371742843833,0.8979057591623036,0.2886947424545755,0.3962325704545244
a650,2,5,0,0.25013559344488834,0.1439694451123072,0.6989528795811518,0.3562275526724048,0.4433803639614773
38b8,2,5,0,0.20280588395511467,0.12893418315353924,0.5575916230366492,0.29222326105361873,0.3792460288848754
14df,2,5,0,0.17151562469578224,0.12407063309428856,0.8429319371727748,0.24701292037102815,0.3490713196495756
d884,2,5,0,0.19044634769708974,0.1363270788746962,0.7905759162303665,0.28243128163797815,0.38545217836052614
all,2,5,0,0.1932997148809819,0.1335547794253922,0.9528795811518325,0.2828425848664027,0.3838025475603446
a650,3,5,0,0.22114083305487314,0.13928653634559093,0.8010471204188482,0.31899926346839536,0.4151920704410279
38b8,3,5,0,0.17817951315154354,0.12207049628078129,0.6256544502617801,0.2584971609360607,0.3472634320819217
14df,3,5,0,0.16047898003283867,0.1293448609725358,0.8717277486910995,0.2286484248470039,0.33061069192023856
d884,3,5,0,0.1594380924899883,0.12102484881648999,0.8429319371727748,0.2327926076324578,0.3296421667640257
all,3,5,0,0.17331063832642507,0.1245589979152046,0.9712041884816754,0.25452868233670367,0.3527308790611621
a650,4,5,0,0.18872213302002674,0.12526295918290464,0.8403141361256544,0.27350684411727577,0.36308702023675077
38b8,4,5,0,0.17259711194295663,0.12665371979001866,0.6492146596858639,0.24524471364642975,0.34115517558326824
14df,4,5,0,0.1457307249697295,0.11754706397773121,0.8795811518324608,0.20751950962866605,0.3011726895079897
d884,4,5,0,0.15485270734839943,0.11831678524909062,0.8743455497382199,0.2237942582574901,0.3191248421949851
all,4,5,0,0.15996117216287428,0.11635738016817761,0.9738219895287958,0.23240029893377498,0.32516171191555193
a650,5,5,0,0.17023608245184085,0.12049668857878469,0.8900523560209425,0.2469489146131297,0.3403057735180674
38b8,5,5,0,0.16415458987582324,0.11887910613052668,0.6518324607329843,0.23385999217128445,0.3196437576201957
14df,5,5,0,0.1395040814326426,0.11604582470422713,0.9136125654450262,0.199106762356247,0.29232991620590365
d884,5,5,0,0.15393753415885464,0.1217802071180449,0.9136125654450262,0.22001159621567873,0.3224755118265581
all,5,5,0,0.15069391159874573,0.1116065165369064,0.9921465968586387,0.21917554148851687,0.31028389269950113
a650,6,5,0,0.15413102697484404,0.11488694157702982,0.8795811518324608,0.2206899484332105,0.31215763667725394
38b8,6,5,0,0.1712932024143436,0.13476424069656417,0.6701570680628273,0.2381999417547083,0.3417791680646051
14df,6,5,0,0.12883631784681215,0.10331496374142822,0.9109947643979057,0.18332185083977226,0.26687424594867715
d884,6,5,0,0.1493543637473797,0.11943684394516495,0.8979057591623036,0.21294023595528633,0.3075299706212717
all,6,5,0,0.1444600257876618,0.10964409655754628,0.9895287958115183,0.2078811089004375,0.2970326472851083
a650,7,5,0,0.14774365049027832,0.110404677376778,0.8821989528795812,0.21224528036516507,0.29973082127325956
38b8,7,5,0,0.1680339972494637,0.1411570319748956,0.6675392670157068,0.23698923646770445,0.35264384359735296
14df,7,5,0,0.12478575573163732,0.10252677555230356,0.9240837696335078,0.17803496071203165,0.2594914146467416
d884,7,5,0,0.14967096428438578,0.11523455161893457,0.918848167539267,0.2144306454996862,0.3114920703756593
all,7,5,0,0.1408113113193758,0.1101942838673647,0.9973821989528796,0.20282776910193834,0.29754127479641923
a650,8,5,0,0.1368987997852045,0.11039170585142842,0.8900523560209425,0.19519975538312437,0.2863406830115416
38b8,8,5,0,0.15717760361659622,0.12496895032515756,0.6727748691099477,0.2196312206285832,0.31624374510131553
14df,8,5,0,0.12017250673741328,0.10433032783474937,0.9136125654450262,0.16622619393825727,0.24571219480981846
d884,8,5,0,0.14036504789348445,0.11776601961941223,0.9031413612565445,0.20029266926466582,0.29717589176651166
all,8,5,0,0.13336888221616813,0.10697572838703683,0.9973821989528796,0.18947856713468064,0.2798046774167226
a650,9,5,0,0.13398312162702022,0.11127415770400141,0.8900523560209425,0.18796894750392903,0.2757491035847977
38b8,9,5,0,0.1503692477367671,0.12161133452727428,0.6832460732984293,0.2127733175470372,0.31040487602077244
14df,9,5,0,0.11939676498538752,0.10236240160914892,0.9109947643979057,0.1659673644846661,0.25397877014174675
d884,9,5,0,0.13505074151636848,0.1099140108024624,0.9136125654450262,0.192266049338583,0.28242813972849345
all,9,5,0,0.13123623137370743,0.10607131866889022,0.9973821989528796,0.1862684064803924,0.2761486781286106
a650,10,5,0,0.12059087837114385,0.0985917970819706,0.8534031413612565,0.17237400187570506,0.2516130314736736
38b8,10,5,0,0.1388683083470449,0.12233986561681781,0.675392670157068,0.18787300452077216,0.28352074344354417
14df,10,5,0,0.11887383798927997,0.11001207923012168,0.8979057591623036,0.16199161787885785,0.25002141630687896
d884,10,5,0,0.13802405614483368,0.10822010538677114,0.8952879581151832,0.1983225897298308,0.28669927564804587
all,10,5,0,0.1257797271404977,0.10197102127713131,0.9921465968586387,0.17790813416645546,0.26315712226284144
a650,11,5,0,0.12386940524012721,0.10005066656889952,0.8507853403141361,0.17534008463092,0.2582031771251954
38b8,11,5,0,0.1404165265459747,0.12516401815840278,0.662303664921466,0.18811889518053543,0.28665955845691693
14df,11,5,0,0.11728838316019115,0.10912594922717526,0.8717277486910995,0.1582867210599198,0.2446656768529003
d884,11,5,0,0.13798252672184966,0.10968603336012843,0.8848167539267016,0.1945570018261145,0.28114162737666304
all,11,5,0,0.12608548252311996,0.10404996721328721,0.9895287958115183,0.17682211233209238,0.26224144808336874
a650,14,5,0,0.12196995717142502,0.10212167823725102,0.8298429319371727,0.17681478615280274,0.2595210216153964
38b8,14,5,0,0.12458713881406515,0.11471983979803137,0.6308900523560209,0.16395425118863116,0.2533884133598847
14df,14,5,0,0.1162804186698546,0.11393003965285603,0.8272251308900523,0.1576790530616206,0.24869555707234625
d884,14,5,0,0.14013056903407814,0.11759828916863577,0.7958115183246073,0.19777985191192649,0.30183799348564605
all,14,5,0,0.1264698788191034,0.1019562311175105,0.9842931937172775,0.1801686167914577,0.26644848543424043
a650,12,5,0,0.12371334902243938,0.10162988193030212,0.8534031413612565,0.17618832274588947,0.2627876603145328
38b8,12,5,0,0.14491844465649126,0.1339839673609942,0.6570680628272252,0.1961322985610538,0.3072849095410053
14df,12,5,0,0.118597778217177,0.107733721787315,0.8664921465968587,0.16446044123836712,0.25527193538722337
d884,12,5,0,0.13721557307338816,0.11386813195767907,0.8612565445026178,0.19504350270992765,0.300810413855471
all,12,5,0,0.12725980604114664,0.10255065008958972,0.9869109947643979,0.1815255424613532,0.27308353979761013
a650,13,5,0,0.12701169767814297,0.10949523788000752,0.8298429319371727,0.17950651622450642,0.2676026310994758
38b8,13,5,0,0.1334096326120716,0.12856913591399902,0.6570680628272252,0.17765821268413753,0.27769678533369135
14df,13,5,0,0.11459017478825284,0.11031430653279611,0.8481675392670157,0.1560657593189655,0.24535121066945376
d884,13,5,0,0.13563099067440482,0.10828501072117173,0.8298429319371727,0.19213483551743385,0.28103998933322866
all,13,5,0,0.12191505902490725,0.09735331555698779,0.9842931937172775,0.17374169564310563,0.2557423838521481
a650,15,5,0,0.12346402818272509,0.10334948627552032,0.7905759162303665,0.17166004152178305,0.2558575137709923
38b8,15,5,0,0.11981383983811,0.11203700071383106,0.6099476439790575,0.16619478421599954,0.24330871173292118
14df,15,5,0,0.12638440399461193,0.11482811094440995,0.7958115183246073,0.1753085844535514,0.26990554038555026
d884,15,5,0,0.13965486577218567,0.11465194974151736,0.7931937172774869,0.19765327586888393,0.2928667141168909
all,15,5,0,0.13089858025010093,0.10425888250569297,0.981675392670157,0.18638737092304009,0.2764616806943784
a650,16,5,0,0.12014609855295622,0.10036448230037238,0.7617801047120419,0.17110620447258065,0.24825493803221102
38b8,16,5,0,0.11622613447094457,0.11076963181793717,0.5968586387434555,0.15833843070955655,0.2445448844961023
14df,16,5,0,0.12437523987021691,0.10980140390008045,0.7879581151832461,0.17519328075750498,0.2662345386192808
d884,16,5,0,0.1288707212217938,0.1096661905667749,0.7539267015706806,0.1838291868290938,0.2720176590608234
all,16,5,0,0.12662227989347247,0.09795290018390111,0.9712041884816754,0.1815028028846176,0.26253908947174787
a650,17,5,0,0.11432014399045914,0.0994758925560821,0.7303664921465969,0.1577382335229005,0.2460417309277084
38b8,17,5,0,0.11777085178464819,0.1042090855915872,0.5680628272251309,0.16397232501975698,0.2380832461827539
14df,17,5,0,0.12367885035214628,0.11288646875639113,0.7670157068062827,0.1727683261372442,0.2689143521420527
d884,17,5,0,0.14356978982715574,0.12292135560205678,0.7356020942408377,0.2041384013129409,0.30914856886571596
all,17,5,0,0.1255861261909311,0.1021574146777337,0.9607329842931938,0.17956947006346088,0.2683481695670398
a650,18,5,0,0.12930618615509493,0.10834825007479602,0.6963350785340314,0.18213981185764402,0.26990362016092573
38b8,18,5,0,0.11501421100034587,0.10927530270001769,0.5235602094240838,0.15934039168226846,0.24346303703185146
14df,18,5,0,0.12182478084771484,0.11034781402659946,0.7539267015706806,0.16443449867712695,0.27587374495553246
d884,18,5,0,0.13803534454741725,0.1198788933831395,0.7094240837696335,0.1928426892443106,0.2890326327739477
all,18,5,0,0.12410821610712147,0.10624008977072881,0.9502617801047121,0.17478984300454858,0.2648131463972162
a650,19,5,0,0.12962871284120167,0.10853424520503237,0.6465968586387435,0.1813512486160736,0.27820392438248737
38b8,19,5,0,0.1153293883164307,0.09683412287969517,0.5026178010471204,0.16115459759134504,0.2434433478562988
14df,19,5,0,0.12937913278251956,0.11158785626651298,0.7198952879581152,0.18279735976727196,0.2819171256862122
d884,19,5,0,0.1362472066120595,0.11860452014291044,0.6492146596858639,0.1924793459022664,0.29669955312924823
all,19,5,0,0.12763154539554725,0.1022681621936521,0.9293193717277487,0.1841515563005287,0.27411940144984387
a650,20,5,0,0.12594559807401592,0.10635371116668471,0.6544502617801047,0.17318738461476096,0.2616709220962046
38b8,20,5,0,0.1195890044743566,0.1018694618721912,0.47643979057591623,0.16413012772351168,0.24633637640345193
14df,20,5,0,0.13587162375582965,0.1138537094230909,0.7015706806282722,0.19023133087088892,0.2854526970699037
d884,20,5,0,0.14375041521491153,0.11933604208172165,0.6335078534031413,0.2070616000934974,0.30958329946600505
all,20,5,0,0.12936237714865764,0.09911611170431175,0.9293193717277487,0.18526349343037157,0.2697719160471471
a650,21,5,0,0.12543993036844223,0.10803492680353075,0.6204188481675392,0.17451877251139133,0.26531202165040224
38b8,21,5,0,0.12256306703287422,0.1067972933885199,0.45549738219895286,0.1691926964898034,0.26219220435615787
14df,21,5,0,0.13395267712679648,0.11087718545357464,0.6832460732984293,0.19125259000483574,0.2807325138413008
d884,21,5,0,0.1402745697571599,0.12373223709535529,0.6178010471204188,0.19186524091758467,0.29654575867452754
all,21,5,0,0.12525005350457785,0.10033344587305836,0.9136125654450262,0.17930582408168222,0.2659566185511475
a650,22,5,0,0.12027674912315826,0.10486413161960353,0.6020942408376964,0.16218359573231364,0.25993574146969173
38b8,22,5,0,0.1282027780825213,0.10608750659510914,0.44502617801047123,0.17620075341160024,0.25707415496099545
14df,22,5,0,0.13837313623440306,0.11203972520514995,0.662303664921466,0.1974771624758236,0.28215237986142216
