device,rmean,length,model,error,std,srate,q75,q90
14df,3,9,0,0.14174547213008445,0.10092599665354858,0.40575916230366493,0.20843166857793496,0.2685448510206232
d884,3,9,0,0.1317800611824524,0.10111372138836779,0.27225130890052357,0.19028643332357614,0.29064054270209455
all,3,9,0,0.12054012691031422,0.09309142300893389,0.5759162303664922,0.1823587393857129,0.2555876281997816
a650,4,9,0,0.16348219470247097,0.09868713136384061,0.27225130890052357,0.23801711384524382,0.29652643364108844
38b8,4,9,0,0.14184600393534935,0.08337854210163327,0.24607329842931938,0.1967028520215558,0.2509687820272285
14df,4,9,0,0.12136685580998414,0.0915659674605533,0.418848167539267,0.16772334985879525,0.2461525540487431
d884,4,9,0,0.12435046469872701,0.0915577493910692,0.33507853403141363,0.1835678715342849,0.2545380920601757
all,4,9,0,0.12444858509008136,0.08557222112397571,0.6230366492146597,0.17637978216724048,0.24575622185793528
a650,5,9,0,0.15230435746783683,0.09287498259841045,0.31151832460732987,0.20847286757807632,0.28737733436971324
38b8,5,9,0,0.1454537003531588,0.08475771399422671,0.2617801047120419,0.2049309673910512,0.25518638235231167
14df,5,9,0,0.11189383646001518,0.08751778518662197,0.4424083769633508,0.1588876018386809,0.23086783715254333
d884,5,9,0,0.12524373361764218,0.09711462114252843,0.3586387434554974,0.19108406327496075,0.2644177266259805
all,5,9,0,0.12381655204918175,0.09087902567846795,0.6544502617801047,0.19887947167080133,0.2540563672804801
a650,6,9,0,0.12537680478225294,0.08251908370966281,0.27225130890052357,0.180625753153631,0.2348748320068149
38b8,6,9,0,0.1445166071721841,0.09566287759847412,0.21465968586387435,0.20081413312608848,0.26060677211209016
14df,6,9,0,0.09197087967117047,0.07289571962011886,0.42670157068062825,0.13369021732703573,0.17924909408794823
d884,6,9,0,0.11532207297650941,0.0794637973405541,0.31151832460732987,0.16267135782027248,0.2098520492785485
all,6,9,0,0.11138043776804588,0.08425235318758519,0.6387434554973822,0.16251738334599267,0.22901483752276672
a650,7,9,0,0.113588666621995,0.07618922495065636,0.22774869109947643,0.17098372258275074,0.21171573625731405
38b8,7,9,0,0.14245308261301312,0.10939751967817132,0.19109947643979058,0.2123185416055789,0.289671916152024
14df,7,9,0,0.08920078161308298,0.0697690685247434,0.4214659685863874,0.13345216877551289,0.19044245587114803
d884,7,9,0,0.12603938921825342,0.08698321849102025,0.2513089005235602,0.1854816793716963,0.2558589966319413
all,7,9,0,0.11072928074948624,0.09661410693830062,0.6099476439790575,0.15213743532607252,0.25093211622722045
a650,8,9,0,0.0877550748164592,0.0683774424114285,0.193717277486911,0.12503106891070737,0.18022657774073467
38b8,8,9,0,0.13142723055108982,0.10562987862970899,0.15968586387434555,0.16737129443937399,0.3173173352600607
14df,8,9,0,0.08653201385992264,0.06624873844379851,0.38219895287958117,0.11372165777335944,0.15700584547022217
d884,8,9,0,0.11109772832085149,0.09173301494050949,0.22774869109947643,0.16939374729963377,0.24362900617935648
all,8,9,0,0.06323732392605673,0.06381316172956136,0.5497382198952879,0.08669256934680203,0.15903354395678818
a650,9,9,0,0.08730850212837911,0.06781980031623054,0.14659685863874344,0.11068054541423185,0.1832167115384839
38b8,9,9,0,0.10733244255210718,0.0928658524420899,0.14136125654450263,0.16777839713185555,0.2449623750672008
14df,9,9,0,0.07862712423769262,0.06526394384337178,0.3481675392670157,0.10400218048939447,0.16458532342848253
d884,9,9,0,0.09760863546194978,0.07627509151893914,0.17539267015706805,0.1531245853120268,0.20536867962553298
all,9,9,0,0.07163330027869845,0.029432776668890298,0.5209424083769634,0.08095880298791236,0.1112550947040264
a650,10,9,0,0.06840894039329945,0.054152266880374146,0.10471204188481675,0.09260898243779811,0.1562705425730041
38b8,10,9,0,0.09556922839085039,0.05640042454248781,0.08900523560209424,0.13754426256641658,0.1818614984503585
14df,10,9,0,0.07316281944358119,0.06471290060111404,0.31413612565445026,0.10595042114804065,0.15366624811659002
d884,10,9,0,0.11284685687349418,0.07133444169999541,0.1544502617801047,0.15492506404510992,0.21913911965491645
all,10,9,0,0.09019186901888596,0.029278051759187067,0.45549738219895286,0.10859567460006674,0.11491610791785345
a650,11,9,0,0.0927626967405873,0.06238827397135144,0.08900523560209424,0.13255027137380862,0.17672805543462952
38b8,11,9,0,0.09433665253551575,0.06479950854850787,0.07068062827225131,0.13238246502667705,0.20012676513168742
14df,11,9,0,0.07300009924601042,0.06854918956899146,0.23298429319371727,0.0987384299574834,0.13861164719388108
d884,11,9,0,0.12340273751801004,0.08008909740259083,0.11780104712041885,0.1703449822712313,0.22623198745302103
all,11,9,0,0.06465573456211983,0.05533588438289904,0.38219895287958117,0.09428962611663373,0.13763880328862976
a650,14,9,0,0.054854716807235714,0.04979394977243668,0.03926701570680628,0.06986369347006122,0.11952588554406093
38b8,14,9,0,0.0743465514013877,0.046025953892848664,0.02356020942408377,0.10563696978838323,0.12011247110572977
14df,14,9,0,0.0664583299080506,0.042328704988931175,0.13089005235602094,0.09245786909692666,0.13012841868241376
d884,14,9,0,0.09621247838855963,0.09808672033738706,0.049738219895287955,0.11030192664517424,0.23941028837931275
a650,12,9,0,0.06273398169557405,0.057810132541949937,0.060209424083769635,0.07787410619825741,0.14136759329958842
38b8,12,9,0,0.10019637801012603,0.07155627671360973,0.05759162303664921,0.17240967303215368,0.19017770056348027
14df,12,9,0,0.05874655143962406,0.05280900871125871,0.193717277486911,0.07941232939893905,0.11650977144135172
d884,12,9,0,0.07901243472776742,0.06833705532552248,0.08638743455497382,0.11496669928459044,0.1657709976611707
a650,13,9,0,0.05868313685765391,0.052153435372050486,0.03664921465968586,0.0922905873380983,0.113132818921775
38b8,13,9,0,0.05170645435750909,0.03602471675104995,0.020942408376963352,0.07149715317562785,0.09243902324596089
14df,13,9,0,0.06239872218941085,0.04808618470396428,0.14397905759162305,0.08741594092351879,0.12136081209160765
d884,13,9,0,0.08255820648536491,0.056851981114608985,0.0549738219895288,0.11722401762725387,0.1622402843910571
a650,15,9,0,0.05359057491664784,0.03303157157423415,0.02356020942408377,0.07128480164307782,0.1014103045401016
38b8,15,9,0,0.03490991060374509,0.037307319329766796,0.01832460732984293,0.0424724273163034,0.0731457316653635
14df,15,9,0,0.07709534379985185,0.06454704939033758,0.10471204188481675,0.0888226105077489,0.16669495176706384
d884,15,9,0,0.1076445768326505,0.09041231050465263,0.031413612565445025,0.14494494005749384,0.21896851728078698
a650,16,9,0,0.06954971768628718,0.03623012520299353,0.01832460732984293,0.10121672329101028,0.10865204652843641
38b8,16,9,0,0.03503667962282466,0.017100291444463796,0.013089005235602094,0.0452763293447136,0.05303606360187933
14df,16,9,0,0.08033899106591358,0.059926033539423634,0.07853403141361257,0.12162182489723458,0.166508315235966
d884,16,9,0,0.05651363232397011,0.040978318080531304,0.028795811518324606,0.06718422531967277,0.12276867568103378
a650,17,9,0,0.04031942357251643,0.027064069771015695,0.013089005235602094,0.05889795817565757,0.07390297612649777
38b8,17,9,0,0.025331740949912158,0.01610553384191774,0.007853403141361256,0.03654237207086253,0.03862494952187905
14df,17,9,0,0.05543800503084373,0.04377065164678413,0.05235602094240838,0.0757004849448952,0.10212440956523283
d884,17,9,0,0.0882145628239263,0.06094441989318741,0.015706806282722512,0.08845339230881541,0.15291284999512705
a650,18,9,0,0.10082902192016469,0.054198202856075184,0.005235602094240838,0.12792812334820228,0.14418758420502484
38b8,18,9,0,0.041787588857083446,0.022713412593362677,0.005235602094240838,0.05314429515376479,0.05995831893177359
14df,18,9,0,0.04720386739510575,0.0432922617632887,0.049738219895287955,0.08877436585567225,0.1063010070878076
d884,18,9,0,0.08561625211536651,0.04081804544688622,0.007853403141361256,0.11391469152542727,0.11981682025392239
a650,19,9,0,0.012805844887001759,0.0,0.002617801047120419,0.012805844887001759,0.012805844887001759
38b8,19,9,0,0.06881010656914677,0.0420961688935193,0.005235602094240838,0.08985819101590642,0.10248704168396221
14df,19,9,0,0.056586771743634585,0.05193919362455486,0.031413612565445025,0.06144479340992573,0.131165808093638
d884,19,9,0,0.04659641678463176,0.02666361948783841,0.007853403141361256,0.05801335492633711,0.07360623957318033
38b8,20,9,0,0.07659047765059224,0.0,0.002617801047120419,0.07659047765059224,0.07659047765059224
14df,20,9,0,0.06068013925960415,0.039221623105989256,0.02356020942408377,0.08836616740078762,0.09690835465102991
d884,20,9,0,0.06819928483306988,0.0794792959291402,0.007853403141361256,0.10064816224506229,0.148334570822656
38b8,21,9,0,0.0012393119344807912,0.0,0.002617801047120419,0.0012393119344807912,0.0012393119344807912
14df,21,9,0,0.04498068952394771,0.03363037397561054,0.015706806282722512,0.07485093978480399,0.087755293491213
d884,21,9,0,0.08038830315581486,0.028485832651987737,0.005235602094240838,0.09463121948180873,0.10317696927740505
14df,22,9,0,0.07182508872106136,0.0016163960661725318,0.005235602094240838,0.07263328675414762,0.07311820557399938
d884,22,9,0,0.018101770859808103,0.01700984972753003,0.005235602094240838,0.026606695723573118,0.03170965064183213
14df,23,9,0,0.05055013052412621,0.03157932971516735,0.007853403141361256,0.06215789337106902,0.08198206609691716
d884,23,9,0,0.0516180205647786,0.0,0.002617801047120419,0.0516180205647786,0.0516180205647786
14df,24,9,0,0.041517561339703545,0.018377146300332953,0.007853403141361256,0.0512354023260905,0.06020073473521152
14df,25,9,0,0.07934717157811948,0.03649832769043712,0.010471204188481676,0.10904796282455145,0.11794378269731137
14df,26,9,0,0.05286229289234506,0.03546055225947836,0.007853403141361256,0.07075293957849522,0.0890105997785027
14df,27,9,0,0.0718672888302209,0.02416058214480767,0.005235602094240838,0.08394757990262472,0.09119575454606703
14df,28,9,0,0.06288849384211986,0.0,0.002617801047120419,0.06288849384211986,0.06288849384211986
a650,0,1,1,0.32624147430967776,0.2311052404687113,0.9895287958115183,0.4685911254801792,0.6695483046361836
38b8,0,1,1,0.323529328079974,0.23301499141431342,0.743455497382199,0.46949862250418944,0.6565475267661655
14df,0,1,1,0.32114045620584675,0.2294855237869085,0.9895287958115183,0.4633399088526518,0.6543475257277788
d884,0,1,1,0.3057648264833775,0.22094819916141578,0.9973821989528796,0.435930469651308,0.6129808241231258
all,0,1,1,0.3159406369551611,0.22423644617078084,1.0,0.4527479463347744,0.6425535842950283
a650,1,1,1,0.32624147430967776,0.2311052404687113,0.9895287958115183,0.4685911254801792,0.6695483046361836
38b8,1,1,1,0.323529328079974,0.23301499141431342,0.743455497382199,0.46949862250418944,0.6565475267661655
14df,1,1,1,0.32114045620584675,0.2294855237869085,0.9895287958115183,0.4633399088526518,0.6543475257277788
d884,1,1,1,0.3057648264833775,0.22094819916141578,0.9973821989528796,0.435930469651308,0.6129808241231258
all,1,1,1,0.3159406369551611,0.22423644617078084,1.0,0.4527479463347744,0.6425535842950283
a650,2,1,1,0.3192339004647384,0.2289611193052829,0.9947643979057592,0.4585962580625466,0.6578324051898651
38b8,2,1,1,0.32072779174606697,0.23610425244838115,0.7539267015706806,0.4702735000256387,0.6486736889804725
14df,2,1,1,0.3177663606617349,0.22512645124776526,0.9947643979057592,0.46226038782310863,0.6343892682889083
d884,2,1,1,0.3031958738817049,0.21641950106635277,0.9921465968586387,0.42677034247934964,0.6100129274861043
all,2,1,1,0.3120660222466181,0.2213102665827513,1.0,0.4498451110881902,0.6244100536106375
a650,3,1,1,0.32136941453050766,0.22807570811621591,1.0,0.4699779950464881,0.6434786520256045
38b8,3,1,1,0.31993425055520386,0.2329939902891637,0.7539267015706806,0.4652126772381468,0.6504457232730179
14df,3,1,1,0.31018178750932934,0.223829043819789,0.9947643979057592,0.4560739031450214,0.6228626193208439
d884,3,1,1,0.3044929794065179,0.2189944173151121,0.9947643979057592,0.43536383614464735,0.6168646628789274
all,3,1,1,0.31320701151278996,0.22323855509743287,1.0,0.4551444175276173,0.6302820082553058
a650,4,1,1,0.3125264409464386,0.2260256027380744,1.0,0.44851781178529004,0.6275621948153537
38b8,4,1,1,0.3256322848879768,0.23568048569932684,0.7513089005235603,0.4767669250391613,0.649079179430017
14df,4,1,1,0.31033374893287485,0.22295151023155002,0.9973821989528796,0.45034473549693704,0.6207338997454449
d884,4,1,1,0.30450575686718645,0.2184703739586413,0.9973821989528796,0.43708326413126,0.6135976339767875
all,4,1,1,0.3124026869373762,0.2243187086329375,1.0,0.4524618159164116,0.6229019828871023
a650,5,1,1,0.3131526881904687,0.2244081559146242,1.0,0.4532423394662651,0.6209099462636503
38b8,5,1,1,0.3149293915008843,0.23495450862780762,0.7539267015706806,0.46077204165865715,0.6279012466123973
14df,5,1,1,0.30734752786010855,0.2198822653803182,1.0,0.44877979881245583,0.6177510122136523
d884,5,1,1,0.300746873840481,0.2173610972598792,0.9973821989528796,0.42730896273377017,0.6041617585173084
all,5,1,1,0.3109091855092282,0.22366737373930098,1.0,0.4519474723495528,0.6169797480473314
a650,6,1,1,0.31240191561268593,0.22329824762236145,1.0,0.44529569472454855,0.6221959777505465
38b8,6,1,1,0.3207811940199301,0.23913848663602782,0.7539267015706806,0.47153393327163956,0.6555976852548595
14df,6,1,1,0.3067518078995147,0.22269127454209892,1.0,0.45042456572488665,0.6153771136153114
d884,6,1,1,0.3056801213468413,0.2234108846563089,1.0,0.43941168285894855,0.5963359978050133
all,6,1,1,0.31355694041933546,0.22753837696344612,1.0,0.4562519346161994,0.6252376259151763
a650,7,1,1,0.30856708715020664,0.22520251688357418,1.0,0.44266891315965695,0.6193012976476885
38b8,7,1,1,0.3159688538083034,0.2358636855626307,0.7539267015706806,0.4610784094166192,0.6380789251663995
14df,7,1,1,0.30574228806082593,0.2252063038095707,1.0,0.4425262452760511,0.6205171066540147
d884,7,1,1,0.30533526428969776,0.22239623167450062,1.0,0.4451158564024851,0.611109954560289
all,7,1,1,0.31201946251644996,0.22820323069528503,1.0,0.45347271673161155,0.6278592270517496
a650,8,1,1,0.3060662461121985,0.22211517973466016,0.9973821989528796,0.4374895864657009,0.6247092609826024
38b8,8,1,1,0.3168059138953592,0.23512502405419072,0.7539267015706806,0.4608957327210439,0.6451346010675756
14df,8,1,1,0.3045963943316554,0.22683993777355932,1.0,0.43914201982736917,0.6317829400073007
d884,8,1,1,0.3083646226387795,0.22359262806327507,1.0,0.4445995625817203,0.6157189277512256
all,8,1,1,0.31295221294759895,0.2279104223697377,1.0,0.4532998199908091,0.6357181649093432
a650,9,1,1,0.310733663176957,0.2253502665803544,1.0,0.45262645485837083,0.6338708000022594
38b8,9,1,1,0.3158785608028765,0.23736771973943638,0.7539267015706806,0.45892349747430394,0.6366974286305549
14df,9,1,1,0.29997733422027406,0.22427126176653486,1.0,0.43654850008205076,0.6236829245140216
d884,9,1,1,0.30977408708959703,0.22780255408215036,1.0,0.44471512931246027,0.6228636373539148
all,9,1,1,0.3139668532171905,0.23080131978071766,1.0,0.4572645008243319,0.6346702457936325
a650,10,1,1,0.3041086134088561,0.22477219737211382,1.0,0.4392639786627546,0.6211050954671831
38b8,10,1,1,0.3158592769543095,0.2430489989822175,0.7513089005235603,0.45540149708958866,0.6556428245424955
14df,10,1,1,0.30024583206374383,0.22548220983737788,1.0,0.4336425083798315,0.6238216285459649
d884,10,1,1,0.3094279761605205,0.2274172427746343,1.0,0.4461022433256701,0.6202978581042158
all,10,1,1,0.31186436838162074,0.23209265121875836,1.0,0.45154297430875556,0.6345105948949681
a650,11,1,1,0.305131955626909,0.222184616616912,1.0,0.44379747719836155,0.6264188994692034
38b8,11,1,1,0.30779215528605375,0.23494098330849267,0.7539267015706806,0.43902874792713564,0.6360765013401605
14df,11,1,1,0.29755140329829965,0.22635568914873191,1.0,0.4278713056058226,0.6203509083252987
d884,11,1,1,0.31514783812500247,0.2341319545432148,1.0,0.4557906142367646,0.6317717384853004
all,11,1,1,0.31182156449145976,0.23198594136716064,1.0,0.4509291988694143,0.6363997670195627
a650,14,1,1,0.30417645073412486,0.23194372022811283,0.9947643979057592,0.4514939140471681,0.6392034467514867
38b8,14,1,1,0.30465324870194316,0.24068076701746924,0.7539267015706806,0.4477332796348599,0.6505946209938073
14df,14,1,1,0.2902016159286167,0.22579800112006662,0.9973821989528796,0.41888256196648055,0.6097637726269832
d884,14,1,1,0.31172816297004785,0.23515974149863772,1.0,0.456707274512557,0.6465259933505291
all,14,1,1,0.3094425852965231,0.23592964180222367,1.0,0.45808275709110174,0.6450343229132001
a650,12,1,1,0.30379961124222477,0.2260711478405156,1.0,0.44519939019944577,0.6218104261412819
38b8,12,1,1,0.30373378800776585,0.23891896464891246,0.7539267015706806,0.4445437968903068,0.6424040960742381
14df,12,1,1,0.29170218632201744,0.22385787422885373,0.9973821989528796,0.42272299530000607,0.6042215553724367
d884,12,1,1,0.3122345929411918,0.2341995792107902,1.0,0.4614660801479751,0.6353764303009171
all,12,1,1,0.30951268155982925,0.2338903066209437,1.0,0.4541850581670913,0.6377505902476865
a650,13,1,1,0.2988681848969177,0.22694031221397098,0.9973821989528796,0.4377965633675023,0.6136795401483078
38b8,13,1,1,0.30337885773077694,0.241179439459702,0.7539267015706806,0.44469051543484805,0.6503950146648527
14df,13,1,1,0.29129557284513724,0.22520429832222771,0.9973821989528796,0.4243140333015474,0.6080193413297044
d884,13,1,1,0.31430818605813937,0.2346412746694989,1.0,0.4599521068822542,0.6387791738666097
all,13,1,1,0.3092131946690257,0.235313060199233,1.0,0.4553658354246376,0.6412828675589897
a650,15,1,1,0.3086132699706874,0.23633070275160778,0.9921465968586387,0.45030332882295193,0.6446664743803493
38b8,15,1,1,0.3083631326753338,0.2446311276688604,0.7539267015706806,0.45265005535583264,0.6734571998275893
14df,15,1,1,0.2918072708422258,0.23144170861494448,0.9921465968586387,0.4324646334786815,0.6141279394962765
d884,15,1,1,0.3147137349126164,0.23891594205782093,1.0,0.45930787901758724,0.65342363686625
all,15,1,1,0.31246599200499203,0.24033887948039226,1.0,0.4626720814078043,0.6549642732459047
a650,16,1,1,0.3038449152796527,0.23234227069938476,0.9869109947643979,0.45330391925580965,0.6443325234230233
38b8,16,1,1,0.3108472511630062,0.24663091853841212,0.7513089005235603,0.4595140603779047,0.6759935288501631
14df,16,1,1,0.28906257886253894,0.2301450220568024,0.9895287958115183,0.42502637501221724,0.6152268704715496
d884,16,1,1,0.319277733775213,0.23887376819807074,1.0,0.4702619513871932,0.6515798706623016
all,16,1,1,0.3123116954212387,0.23786585954979128,1.0,0.46533656029898407,0.6515981095300412
a650,17,1,1,0.30142021171456795,0.22835902795127958,0.9869109947643979,0.437740651572471,0.6302040757274516
38b8,17,1,1,0.3143061953595959,0.24937427412931978,0.7513089005235603,0.4662725563115281,0.6707719482538056
14df,17,1,1,0.2898071602310286,0.23342504822740648,0.9869109947643979,0.4282383107698018,0.6199437419610793
d884,17,1,1,0.3126654240948271,0.2390810434801233,0.9973821989528796,0.4632070214743442,0.6466577988637758
all,17,1,1,0.31253833966169686,0.23946253765902095,1.0,0.46257245111046896,0.6500573393721214
a650,18,1,1,0.3054822448088223,0.2325202336626362,0.9869109947643979,0.44593371255379655,0.6421609022315726
38b8,18,1,1,0.31327505313110726,0.2546223827505093,0.7513089005235603,0.47070520980300545,0.6845948669766029
14df,18,1,1,0.28436288756396366,0.23135116949339757,0.9790575916230366,0.42466072668799815,0.6168659087935432
d884,18,1,1,0.3136932183768997,0.24162565516572457,0.9973821989528796,0.4645837097779023,0.6532578561648588
all,18,1,1,0.31213860960426626,0.24157427068133888,1.0,0.4639969132187418,0.6567058372069068
a650,19,1,1,0.3063685628571871,0.23419590107367494,0.9764397905759162,0.4410154353386153,0.637282537570721
38b8,19,1,1,0.31631728639826934,0.25489264832273556,0.7513089005235603,0.4670932534612378,0.6905798232853302
14df,19,1,1,0.2841900672265156,0.23292609482704457,0.9738219895287958,0.4234688846605551,0.616774243170526
d884,19,1,1,0.31093360759859223,0.24078761867453408,0.9921465968586387,0.4643223495680867,0.6599758489274834
all,19,1,1,0.31152406876513683,0.2418427983085977,1.0,0.4587946627601731,0.6593754243114138
a650,20,1,1,0.3026545508236991,0.2317591127825357,0.9738219895287958,0.44146914822176336,0.6292126851242
38b8,20,1,1,0.31859109152754933,0.25715532590174184,0.7513089005235603,0.47279697312895164,0.6852656861328101
14df,20,1,1,0.28789370554167093,0.23373914717042313,0.9659685863874345,0.4301667984610167,0.6155982898126607
d884,20,1,1,0.31674833774354316,0.24278068806814915,0.9921465968586387,0.47592904849756046,0.6544987758271263
all,20,1,1,0.3129388337199727,0.24121545292953767,1.0,0.4637890902686414,0.6523959378532362
a650,21,1,1,0.30518916838797444,0.23284217205690175,0.9685863874345549,0.45852245921736373,0.6286623363922865
38b8,21,1,1,0.3241329611452486,0.2533456218842861,0.7486910994764397,0.480344926016813,0.6850898233992033
14df,21,1,1,0.2853094271848322,0.23497230603706798,0.9581151832460733,0.4279271260005779,0.6141564686135119
d884,21,1,1,0.3129204540844671,0.2409025812604972,0.9869109947643979,0.46547577412190655,0.6469729631874439
all,21,1,1,0.31293860531578443,0.23892338607783503,1.0,0.46721200290344045,0.6472195485925053
a650,22,1,1,0.307914520079606,0.23196130039630744,0.9528795811518325,0.4533429722185454,0.6372863883534625
38b8,22,1,1,0.31902854800891595,0.25449506438631675,0.7486910994764397,0.47079770102844926,0.6821722855661827
14df,22,1,1,0.284976946571312,0.23649896907509754,0.9528795811518325,0.43388031259221027,0.6172592103385002
d884,22,1,1,0.3152381631156542,0.24187408288694986,0.9790575916230366,0.47330347252558996,0.6586228654398683
all,22,1,1,0.3117776578915353,0.23941379558188192,1.0,0.4619903658926604,0.6494016548064372
a650,23,1,1,0.3105458425883419,0.22906538667514967,0.9397905759162304,0.4560761164308161,0.6305441957315167
38b8,23,1,1,0.31286244971058896,0.25153929313031037,0.7486910994764397,0.4624814779419828,0.6736347459506432
14df,23,1,1,0.28434979702475943,0.23510970215190685,0.9502617801047121,0.4241004602478056,0.6251307949342249
d884,23,1,1,0.3166238222155353,0.2389775061257856,0.9633507853403142,0.4756110040614159,0.6614584488414332
all,23,1,1,0.31083904007005825,0.23687460032111535,1.0,0.4597737886370775,0.6465310720204955
a650,24,1,1,0.3132777580332022,0.23238957011295916,0.9293193717277487,0.46379193287320253,0.6415859947976504
38b8,24,1,1,0.32309037134983576,0.2534910164647225,0.743455497382199,0.48111803926387775,0.6896125885097815
14df,24,1,1,0.2832855995091318,0.23309725185299981,0.9319371727748691,0.42469429849477963,0.6242884594203325
d884,24,1,1,0.31424063358174015,0.23613546843339872,0.9528795811518325,0.4686444899957979,0.6571519070513656
all,24,1,1,0.3111310287609445,0.23333559322983696,1.0,0.4611868723666826,0.6428435273410409
a650,25,1,1,0.3128166407350513,0.23413610976872407,0.9240837696335078,0.47083388536996007,0.6569776512511706
38b8,25,1,1,0.32334952553291596,0.2528310266370284,0.7408376963350786,0.4868391007665308,0.6788878306313708
14df,25,1,1,0.28512706940209875,0.23511380221325534,0.9240837696335078,0.4237263989487231,0.6293768920111337
d884,25,1,1,0.3186367620561554,0.23569046194744167,0.9267015706806283,0.4668714787275758,0.6490247172485659
all,25,1,1,0.3103685835175873,0.23150936898607344,1.0,0.4616961418940315,0.6413692709095891
a650,26,1,1,0.3103532125885678,0.23232069099747435,0.9109947643979057,0.46569613497040574,0.648635984682969
38b8,26,1,1,0.3286410183442973,0.25443214117870744,0.7356020942408377,0.4903389108023106,0.6817719714930186
14df,26,1,1,0.2824621985172625,0.23454092818728,0.9136125654450262,0.42749594197155466,0.6148643581676887
d884,26,1,1,0.32235542165258857,0.23422304720110557,0.9214659685863874,0.4769119729051606,0.6507693328736319
all,26,1,1,0.308711649725637,0.227536381179581,1.0,0.4641959689324619,0.629632575674788
a650,27,1,1,0.31230491724961346,0.23081149790753294,0.9083769633507853,0.46123778282231154,0.6361426787163447
38b8,27,1,1,0.3274044865152411,0.2513044583486499,0.7303664921465969,0.4790400495044752,0.6878678988370538
14df,27,1,1,0.2813702704292135,0.23065980415120363,0.9109947643979057,0.4263007777881764,0.6012714810206465
d884,27,1,1,0.32317380012945074,0.23543944782566387,0.9031413612565445,0.4784751912270404,0.6536941135244623
all,27,1,1,0.30989956603505503,0.22705319627296683,1.0,0.4592447680530321,0.6297543858205153
a650,28,1,1,0.3089183194780829,0.2282562406043876,0.8926701570680629,0.46253580103185643,0.6365747613161059
38b8,28,1,1,0.32172050448059775,0.24486843727044688,0.725130890052356,0.4835632435473579,0.6559840638917176
14df,28,1,1,0.2861079275970352,0.23432071458441478,0.8952879581151832,0.4347825262420998,0.6144078468326266
d884,28,1,1,0.322423012404363,0.23063994673699054,0.8848167539267016,0.47437283755517906,0.6498277657757277
all,28,1,1,0.30652933796262505,0.2247373360354303,1.0,0.45969655388916375,0.6201466710063157
a650,29,1,1,0.3067355717822546,0.2275665914721132,0.8821989528795812,0.4584416470742677,0.6327539954694247
38b8,29,1,1,0.32688432281633634,0.24539815926226818,0.7146596858638743,0.4815954072905234,0.6717864088917125
14df,29,1,1,0.28738565600169413,0.23687391252974851,0.8769633507853403,0.4420681548475628,0.6158292254675629
d884,29,1,1,0.32569608361090424,0.23341927315153954,0.8664921465968587,0.47936427843582474,0.649915392309451
all,29,1,1,0.30630626778556647,0.22190953967514543,1.0,0.45815493398858176,0.61850716512496
a650,30,1,1,0.3058346632074468,0.22700583941748897,0.8743455497382199,0.4457513074327578,0.6338206393677228
38b8,30,1,1,0.3300201383103433,0.2407112071088962,0.7015706806282722,0.49110042415269417,0.6521482381649517
14df,30,1,1,0.28998019585045937,0.23749210481627406,0.8612565445026178,0.44248630399189715,0.6266950589975091
d884,30,1,1,0.3252474760198082,0.23129488449904453,0.8403141361256544,0.48106904753854984,0.6557456395119532
all,30,1,1,0.3038375547071511,0.21715160674334877,1.0,0.451694169819065,0.6115493729134083
a650,31,1,1,0.30630125910174366,0.2250741309130743,0.8612565445026178,0.442188154662923,0.6282112889010285
38b8,31,1,1,0.3326299256756316,0.23804899885086586,0.6858638743455497,0.4901872426892125,0.6602516785729797
14df,31,1,1,0.28924385499622146,0.23460310662022188,0.8429319371727748,0.44756635517453547,0.6205640453203003
d884,31,1,1,0.32443305566583275,0.23089360946358745,0.8324607329842932,0.475711500090521,0.645957675306766
all,31,1,1,0.30336458540212613,0.214878542459492,0.9973821989528796,0.45087191865887377,0.60975369841429
a650,0,2,1,0.26294227064567316,0.19228093346448677,0.9450261780104712,0.38511188769055116,0.536120510711074
38b8,0,2,1,0.25470618279177715,0.1858382618858469,0.7277486910994765,0.3729592806894863,0.5153894501494484
14df,0,2,1,0.2583332516935953,0.1839504248442239,0.9607329842931938,0.37535728227210413,0.5197162190022097
d884,0,2,1,0.2176650836489878,0.16790477020774322,0.9633507853403142,0.3126144735975699,0.45527262439700844
all,0,2,1,0.24256655384678139,0.17999138927085984,1.0,0.3530391917886197,0.4994823709671033
a650,1,2,1,0.26294227064567316,0.19228093346448677,0.9450261780104712,0.38511188769055116,0.536120510711074
38b8,1,2,1,0.25470618279177715,0.1858382618858469,0.7277486910994765,0.3729592806894863,0.5153894501494484
14df,1,2,1,0.2583332516935953,0.1839504248442239,0.9607329842931938,0.37535728227210413,0.5197162190022097
d884,1,2,1,0.2176650836489878,0.16790477020774322,0.9633507853403142,0.3126144735975699,0.45527262439700844
all,1,2,1,0.24256655384678139,0.17999138927085984,1.0,0.3530391917886197,0.4994823709671033
a650,2,2,1,0.24997130869253104,0.1857803045393185,0.981675392670157,0.36398772888111475,0.5238151138128674
38b8,2,2,1,0.24324459683706756,0.17933838495378537,0.7408376963350786,0.3475559761767817,0.490758542113515
14df,2,2,1,0.25727194655540747,0.17911654872990393,0.981675392670157,0.3705397610274471,0.512969408748045
d884,2,2,1,0.2162795157942483,0.16585771491768106,0.9738219895287958,0.30703513962841117,0.4486533978754825
all,2,2,1,0.2346633556275299,0.172286389168966,1.0,0.3375881461214259,0.47993479659133353
