max_back,device,rmean,length,model,error,std,srate,q75,q90
3,a650,13,3,0,0.17510357027062587,0.1490940981423174,0.9842931937172775,0.24493440168208025,0.3706709903578804
3,38b8,13,3,0,0.1914861750514103,0.1723260168582122,0.7539267015706806,0.2599144546131449,0.4087222274982809
3,14df,13,3,0,0.16756804861644156,0.1534683355278291,0.9842931937172775,0.2290117242386089,0.3561877526815517
3,d884,13,3,0,0.1814467864344782,0.15084105634916598,0.9973821989528796,0.2551460690217473,0.37872322097164673
3,all,13,3,0,0.1840134426432221,0.15901402578263266,355.25,0.25464837520277206,0.3840201080611622
4,a650,13,3,0,0.17510357027062587,0.1490940981423174,0.9842931937172775,0.24493440168208025,0.3706709903578804
4,38b8,13,3,0,0.1914861750514103,0.1723260168582122,0.7539267015706806,0.2599144546131449,0.4087222274982809
4,14df,13,3,0,0.16756804861644156,0.1534683355278291,0.9842931937172775,0.2290117242386089,0.3561877526815517
4,d884,13,3,0,0.1814467864344782,0.15084105634916598,0.9973821989528796,0.2551460690217473,0.37872322097164673
4,all,13,3,0,0.1840134426432221,0.15901402578263266,355.25,0.25464837520277206,0.3840201080611622
5,a650,13,3,0,0.17510357027062587,0.1490940981423174,0.9842931937172775,0.24493440168208025,0.3706709903578804
5,38b8,13,3,0,0.1914861750514103,0.1723260168582122,0.7539267015706806,0.2599144546131449,0.4087222274982809
5,14df,13,3,0,0.16756804861644156,0.1534683355278291,0.9842931937172775,0.2290117242386089,0.3561877526815517
5,d884,13,3,0,0.1814467864344782,0.15084105634916598,0.9973821989528796,0.2551460690217473,0.37872322097164673
5,all,13,3,0,0.1840134426432221,0.15901402578263266,355.25,0.25464837520277206,0.3840201080611622
1,a650,13,4,0,0.1476340701671005,0.12627666078476624,0.9057591623036649,0.20776262738063062,0.3105165137394472
1,38b8,13,4,0,0.15937880422229003,0.14995304271508741,0.7146596858638743,0.21309065766490665,0.3378678333137645
1,14df,13,4,0,0.13758661303015404,0.13019945051501733,0.9031413612565445,0.18760405489063742,0.2910382378540735
1,d884,13,4,0,0.15493382828515212,0.12675324956431128,0.9267015706806283,0.2189782969177343,0.3218975989757283
1,all,13,4,0,0.14563319128220154,0.11827127504348077,329.5,0.20685708146132165,0.3043187195221559
2,a650,13,4,0,0.14809683810586255,0.1271710391947405,0.9502617801047121,0.20812263162160255,0.31123661505576444
2,38b8,13,4,0,0.1596767850819596,0.15051056448570496,0.7408376963350786,0.21330812714265193,0.33867974443882065
2,14df,13,4,0,0.13782540938364596,0.13063143657743895,0.9345549738219895,0.18778384720564995,0.29177348523419555
2,d884,13,4,0,0.1552851810398614,0.1274807127927914,0.9607329842931938,0.2192350670468079,0.32241672334278776
2,all,13,4,0,0.14919364448701142,0.12553606359921626,342.5,0.20949309507477076,0.3103986874779639
3,a650,13,4,0,0.14836729622943504,0.12766544979169875,0.9738219895287958,0.20832799716657435,0.31178604437584545
3,38b8,13,4,0,0.1597859487984936,0.15064651967678824,0.7460732984293194,0.21353831930445372,0.3398445342177623
3,14df,13,4,0,0.1381057951001915,0.13118136902733665,0.9633507853403142,0.18801197445805795,0.2925823804782963
3,d884,13,4,0,0.15557671321938216,0.12829422213714078,0.981675392670157,0.2193856817851314,0.3228183285391195
3,all,13,4,0,0.1519548662137021,0.13025047889161312,350.0,0.2118244869548084,0.3165235446955832
4,a650,13,4,0,0.14859348118686969,0.12827438997139257,0.9842931937172775,0.2085689260603476,0.31204600403341154
4,38b8,13,4,0,0.16000727383832433,0.15105830257991607,0.7539267015706806,0.2136917695003071,0.3403565172010219
4,14df,13,4,0,0.1383063921280699,0.13167520955117962,0.9842931937172775,0.18809589575051167,0.2927908995236265
4,d884,13,4,0,0.15591877246655075,0.1293708932042007,0.9973821989528796,0.21959127149001692,0.3230109686820209
4,all,13,4,0,0.15565783846720863,0.13807765109512593,355.25,0.2143974008550726,0.32399838418295607
5,a650,13,4,0,0.14859348118686969,0.12827438997139257,0.9842931937172775,0.2085689260603476,0.31204600403341154
5,38b8,13,4,0,0.16000727383832433,0.15105830257991607,0.7539267015706806,0.2136917695003071,0.3403565172010219
5,14df,13,4,0,0.1383063921280699,0.13167520955117962,0.9842931937172775,0.18809589575051167,0.2927908995236265
5,d884,13,4,0,0.15591877246655075,0.1293708932042007,0.9973821989528796,0.21959127149001692,0.3230109686820209
5,all,13,4,0,0.15565783846720863,0.13807765109512593,355.25,0.2143974008550726,0.32399838418295607
1,a650,13,5,0,0.12701169767814297,0.10949523788000752,0.8298429319371727,0.17950651622450642,0.2676026310994758
1,38b8,13,5,0,0.1334096326120716,0.12856913591399902,0.6570680628272252,0.17765821268413753,0.27769678533369135
1,14df,13,5,0,0.11459017478825284,0.11031430653279611,0.8481675392670157,0.1560657593189655,0.24535121066945376
1,d884,13,5,0,0.13563099067440482,0.10828501072117173,0.8298429319371727,0.19213483551743385,0.28103998933322866
1,all,13,5,0,0.12191505902490725,0.09735331555698779,302.25,0.17374169564310563,0.2557423838521481
2,a650,13,5,0,0.12795628928192893,0.11159816433949231,0.9057591623036649,0.1804195451869187,0.27046909961173216
2,38b8,13,5,0,0.1343709433004618,0.12988758801408146,0.7146596858638743,0.17865022247863904,0.2804283212236637
2,14df,13,5,0,0.11500386147981462,0.11131054859724258,0.9031413612565445,0.1564280644223281,0.24609287374592081
2,d884,13,5,0,0.13642651550712218,0.10983403488601745,0.9267015706806283,0.19266610475787305,0.2823355380659591
2,all,13,5,0,0.12628322089937993,0.10392637516233018,329.5,0.17849696319056027,0.2646758301725878
3,a650,13,5,0,0.128664820059127,0.11319650053285812,0.9502617801047121,0.18072995503972966,0.2719346006444973
3,38b8,13,5,0,0.13485863961746966,0.13096548191291332,0.7408376963350786,0.1787133904019355,0.28074055007570764
3,14df,13,5,0,0.11531042859992169,0.1119948382182087,0.9345549738219895,0.15664608831192872,0.24663815292889926
3,d884,13,5,0,0.1369433984802761,0.11110714859137606,0.9607329842931938,0.19290376979690432,0.2831686392262894
3,all,13,5,0,0.1287629078534103,0.10957621045269847,342.5,0.18013580437607202,0.2693369179901259
4,a650,13,5,0,0.1290758666871281,0.11407565422796631,0.9738219895287958,0.18094834487053074,0.27327108396607697
4,38b8,13,5,0,0.13502928217394597,0.13123541326723612,0.7460732984293194,0.17891508363560776,0.28102753775065015
4,14df,13,5,0,0.11566528526583793,0.11284980788580978,0.9633507853403142,0.15691062753967155,0.24700483253559777
4,d884,13,5,0,0.1373655704294502,0.11248146415843804,0.981675392670157,0.19312561562038338,0.28392554927388913
4,all,13,5,0,0.13085154828504084,0.11391530004108376,350.0,0.18154335838407226,0.2734839202151097
5,a650,13,5,0,0.12940996724598314,0.11511104665193825,0.9842931937172775,0.1810745662505428,0.2735430181703429
5,38b8,13,5,0,0.13537016275337888,0.13200664230368298,0.7539267015706806,0.17904440040822633,0.2814352739280854
5,14df,13,5,0,0.11591929768362019,0.11359933495912063,0.9842931937172775,0.15699153246800987,0.2472123570224657
5,d884,13,5,0,0.13785298950282915,0.11426573137762426,0.9973821989528796,0.1934338370123537,0.2845565861484829
5,all,13,5,0,0.13395829884748917,0.12175269426201941,355.25,0.1836951821750817,0.2787702186495141
1,a650,13,6,0,0.11002817560459305,0.0950528805649604,0.6465968586387435,0.1563669064661356,0.22956389783455
1,38b8,13,6,0,0.10974235155833247,0.10633029407547918,0.5052356020942408,0.1463082886685786,0.2236806594612724
1,14df,13,6,0,0.09622334929554655,0.09083863477460266,0.7172774869109948,0.13152596225332408,0.20377638551324972
1,d884,13,6,0,0.11917730513060831,0.09322362889920159,0.662303664921466,0.1675039568045706,0.2471839022977202
1,all,13,6,0,0.10049407734660595,0.0805707863310253,241.75,0.14422237030066642,0.21140917525660907
2,a650,13,6,0,0.11227051837709962,0.09854768774131731,0.8298429319371727,0.1577358338315211,0.2334921479741019
2,38b8,13,6,0,0.11335397583523542,0.11235526942007586,0.6570680628272252,0.15008689614433351,0.23398961711339625
2,14df,13,6,0,0.09717294860113396,0.09262347285050146,0.8481675392670157,0.13250281874169367,0.2058095846206016
2,d884,13,6,0,0.12170228453461113,0.09876717198423972,0.8298429319371727,0.16946664124434963,0.25064526426467393
2,all,13,6,0,0.10645105979906617,0.08599082566683146,302.25,0.15239042245402878,0.22272601758182722
3,a650,13,6,0,0.11435869036378651,0.10370560260947176,0.9057591623036649,0.1589966712469364,0.23642513922924757
3,38b8,13,6,0,0.11563778310582684,0.1161404260741095,0.7146596858638743,0.15159325099112733,0.24020349464679325
3,14df,13,6,0,0.09794044187422363,0.09486524822382701,0.9031413612565445,0.13311605545759933,0.20752166363448954
3,d884,13,6,0,0.12343879548028669,0.10247237541433475,0.9267015706806283,0.17057326620661212,0.2534985619855626
3,all,13,6,0,0.11037872910534473,0.09265268443791604,329.5,0.15616854857482174,0.22888506297440153
4,a650,13,6,0,0.11589498203686363,0.10746151433009656,0.9502617801047121,0.16060549432901117,0.23941129854270377
4,38b8,13,6,0,0.11677846494702436,0.11897868662919836,0.7408376963350786,0.15184705401138002,0.24268708020672222
4,14df,13,6,0,0.09850054114355315,0.09638187573687414,0.9345549738219895,0.1336277095327584,0.20833737300907912
4,d884,13,6,0,0.12452345275973817,0.10535602034162055,0.9607329842931938,0.17122021606564936,0.25570594534399893
4,all,13,6,0,0.11289911474595637,0.09899378604458801,342.5,0.15760229081610477,0.23269130891721407
5,a650,13,6,0,0.1167794833809075,0.10948453609300308,0.9738219895287958,0.161452853256219,0.24269404705424047
5,38b8,13,6,0,0.11716520095152291,0.11969219654040017,0.7460732984293194,0.15204285106917906,0.2439087258056183
5,14df,13,6,0,0.09914197385391808,0.0982339765201612,0.9633507853403142,0.13403697245082125,0.20890276671741384
5,d884,13,6,0,0.1253987890351675,0.10836250856025173,0.981675392670157,0.1720751878416936,0.2563749888685954
5,all,13,6,0,0.11533927671710097,0.10535988582826591,350.0,0.15905714121259962,0.2370608294928706
1,a650,13,7,0,0.09434650483498971,0.08181115254568887,0.43455497382198954,0.1317678740417586,0.19784135151375612
1,38b8,13,7,0,0.08824442697094641,0.08047705250648317,0.337696335078534,0.12161862609960394,0.17425072984370502
1,14df,13,7,0,0.08147525567975361,0.07218207953080337,0.5785340314136126,0.11297617252523603,0.17315193776452537
1,d884,13,7,0,0.1045509606144156,0.07935918885603244,0.45287958115183247,0.14758679230052296,0.2104756479158688
1,all,13,7,0,0.0794945118573082,0.06320025710035442,172.25,0.11467112058991197,0.16920358989402126
2,a650,13,7,0,0.1002327972912694,0.09116807525375485,0.6465968586387435,0.13736676643950174,0.21323573044478616
2,38b8,13,7,0,0.09989792538105645,0.10541082501898281,0.5052356020942408,0.12957547783975765,0.20257919783686965
2,14df,13,7,0,0.08414138646001616,0.07820529480817576,0.7172774869109948,0.11543618477680101,0.17763220904257504
2,d884,13,7,0,0.10794901677387266,0.08505443864929627,0.662303664921466,0.15209210597021997,0.21947600914783766
2,all,13,7,0,0.08811908350190875,0.07194241733078088,241.75,0.125613863436843,0.18759704115535536
3,a650,13,7,0,0.10724159658984751,0.10194272667499853,0.8298429319371727,0.14364169788763995,0.2285149163232766
3,38b8,13,7,0,0.11169199239162793,0.12363666491502233,0.6570680628272252,0.1391195962734396,0.2418257239705757
3,14df,13,7,0,0.08676783772626319,0.08393872134390835,0.8481675392670157,0.11665234172830995,0.1834986750877714
3,d884,13,7,0,0.11570882707066604,0.10236669265099832,0.8298429319371727,0.15947819150063894,0.234587035648527
3,all,13,7,0,0.09534718619220278,0.07903612488494693,302.25,0.13416085911391057,0.20063516642732435
4,a650,13,7,0,0.11325956867331467,0.1155809600533842,0.9057591623036649,0.1488948291730336,0.2340309022099305
4,38b8,13,7,0,0.11860068095132416,0.1334258991486378,0.7146596858638743,0.14350599498319935,0.2591469462660836
4,14df,13,7,0,0.08879558102541174,0.09037238832078248,0.9031413612565445,0.11746929952386384,0.18523987867670666
4,d884,13,7,0,0.12075800420406531,0.11226352922767834,0.9267015706806283,0.16196016461309776,0.2406252643814135
4,all,13,7,0,0.10140758654545678,0.09096306771323633,329.5,0.14054865554099216,0.21061379537360922
5,a650,13,7,0,0.11757578192664526,0.12466411933091134,0.9502617801047121,0.152008199602009,0.2395686479609071
5,38b8,13,7,0,0.12196346918789426,0.14039368945217962,0.7408376963350786,0.14752660980156856,0.26728974269693734
5,14df,13,7,0,0.09025609349260856,0.09451821117107083,0.9345549738219895,0.11822313135438499,0.1867133742744851
5,d884,13,7,0,0.12382012746041599,0.11946782857528912,0.9607329842931938,0.16424547467373027,0.2496897426740864
5,all,13,7,0,0.10678514545963516,0.10470971810558442,342.5,0.14417663879402104,0.22046279327598298
1,a650,13,8,0,0.07874810566499084,0.06781611917140923,0.14921465968586387,0.10360581904758316,0.1775292106969604
1,38b8,13,8,0,0.06825318431213412,0.051092747849464236,0.112565445026178,0.08912446737527163,0.14271062388812128
1,14df,13,8,0,0.07049811849133958,0.05640872107699537,0.34293193717277487,0.09934448679795693,0.14921018258001603
1,d884,13,8,0,0.09157642155479111,0.06573418402148097,0.17539267015706805,0.1338705894552879,0.18331071829183293
1,all,13,8,0,0.07773145929421284,0.05414509772061648,74.5,0.10697469392406184,0.1325142077131641
2,a650,13,8,0,0.09566518368882235,0.08273355700536615,0.43455497382198954,0.12670328603269998,0.20528955625955383
2,38b8,13,8,0,0.10679028776203649,0.10953824140280015,0.337696335078534,0.12987750677710666,0.23654583194514123
2,14df,13,8,0,0.08377301047429599,0.08849285411079535,0.5785340314136126,0.10815439063999176,0.1680812756347469
2,d884,13,8,0,0.1118598600585947,0.08931271744655547,0.45287958115183247,0.1639245624368868,0.21777902835619745
2,all,13,8,0,0.07775765474797562,0.06535191700765305,172.25,0.1107316685479504,0.16819270939339717
3,a650,13,8,0,0.11211482204017768,0.10580792381615628,0.6465968586387435,0.15859825349164453,0.23211477009533538
3,38b8,13,8,0,0.13472910787032147,0.14848967156670512,0.5052356020942408,0.16866119454119133,0.2897676927201259
3,14df,13,8,0,0.09316140452902147,0.10392697471175899,0.7172774869109948,0.11894083186943026,0.20335589736994844
3,d884,13,8,0,0.12104451947273814,0.10187522431671593,0.662303664921466,0.17126352315719784,0.2505352384912698
3,all,13,8,0,0.09097163092127912,0.07856019879736596,241.75,0.12695036498719534,0.18982483202238587
4,a650,13,8,0,0.1282927726455143,0.12471350605008766,0.8298429319371727,0.17744795057704166,0.2779752290300045
4,38b8,13,8,0,0.1573703377618329,0.16837078464310787,0.6570680628272252,0.19355019860492806,0.36806680042242435
4,14df,13,8,0,0.10168084031475018,0.11630590203136065,0.8481675392670157,0.12631773477233074,0.23439165171800846
4,d884,13,8,0,0.14129991570998918,0.13551000528299958,0.8298429319371727,0.18414738755526264,0.30478443908106195
4,all,13,8,0,0.10693586553417293,0.09464206566728937,302.25,0.1508209467007523,0.23431585152699286
5,a650,13,8,0,0.14193135525340717,0.14794009002936742,0.9057591623036649,0.18758108474741722,0.3028823912580008
5,38b8,13,8,0,0.1707478151282812,0.17897072184107743,0.7146596858638743,0.23627027564481465,0.42676026008157514
5,14df,13,8,0,0.10819309587811944,0.13015707682128727,0.9031413612565445,0.1322692969941972,0.24279157284833724
5,d884,13,8,0,0.15313424263637115,0.15107153940395868,0.9267015706806283,0.18957645052131242,0.34262557162201746
5,all,13,8,0,0.12052407231603852,0.11526613142674359,329.5,0.16620553283368553,0.2605568214807046
1,a650,13,9,0,0.05868313685765391,0.052153435372050486,0.03664921465968586,0.0922905873380983,0.113132818921775
1,38b8,13,9,0,0.05170645435750909,0.03602471675104995,0.020942408376963352,0.07149715317562785,0.09243902324596089
1,14df,13,9,0,0.06239872218941085,0.04808618470396428,0.14397905759162305,0.08741594092351879,0.12136081209160765
1,d884,13,9,0,0.08255820648536491,0.056851981114608985,0.0549738219895288,0.11722401762725387,0.1622402843910571
2,a650,13,9,0,0.08669103839469754,0.08175285481489598,0.14921465968586387,0.11300960659772039,0.18321623064200004
2,38b8,13,9,0,0.07930573658508,0.061265434081238995,0.112565445026178,0.10102539062159106,0.17629337597033493
2,14df,13,9,0,0.07395554817807852,0.06034876026703087,0.34293193717277487,0.10249336300675366,0.14865302516893406
2,d884,13,9,0,0.09525533343635614,0.07606103655151035,0.17539267015706805,0.1292454989746588,0.18586937403954487
2,all,13,9,0,0.0847205679494805,0.07701358810960429,74.5,0.11473683885879334,0.19848834223751544
3,a650,13,9,0,0.11209779743438357,0.09402079742331158,0.43455497382198954,0.16375807769150047,0.2270810618990124
3,38b8,13,9,0,0.12959365495994676,0.12464864326115685,0.337696335078534,0.15374977359106135,0.25945038320823455
3,14df,13,9,0,0.1143256624756404,0.1291585907221941,0.5785340314136126,0.14156311923247467,0.27108461430221276
3,d884,13,9,0,0.13298185291815462,0.1058100036239041,0.45287958115183247,0.18513677074554855,0.28328150119167705
3,all,13,9,0,0.09751081360316692,0.07929921936887627,172.25,0.1488630726287587,0.19898222120632908
4,a650,13,9,0,0.13227969366639492,0.11909150835670033,0.6465968586387435,0.18465474489253816,0.2939869120685504
4,38b8,13,9,0,0.15923542318358916,0.16243065218681946,0.5052356020942408,0.20031416098872454,0.3427071972627669
4,14df,13,9,0,0.13508679648494104,0.14755731308286588,0.7172774869109948,0.1814035397804909,0.3205475689549521
4,d884,13,9,0,0.14158652558451668,0.11720209197250363,0.662303664921466,0.1901470896651901,0.30517766052964845
4,all,13,9,0,0.11342786951366664,0.09277427195534461,241.75,0.16617862074583345,0.23690386328177063
5,a650,13,9,0,0.1510257243953714,0.13760903716510114,0.8298429319371727,0.20695252234258074,0.3138957735823227
5,38b8,13,9,0,0.18198690177983054,0.1793313327043006,0.6570680628272252,0.24911628676416764,0.434245614630711
5,14df,13,9,0,0.15075173563951244,0.15970426066723659,0.8481675392670157,0.2145952932073985,0.3542771946152985
5,d884,13,9,0,0.1684293608649991,0.15489827638473724,0.8298429319371727,0.2233753258972122,0.3661477964233064
5,all,13,9,0,0.13305943219891359,0.10892005185833153,302.25,0.1866696841586732,0.2896277748276318
